Item_No,Material_Class,Composition_Formula,Hydrogen_Weight_Percent,Heat_of_Formation_kJperMolH2,Temperature_oC,Pressure_Atmospheres_Absolute,Author_Year,Reference_Number,Comment1,Comment2,Comment3
1192,AB5,La.65Nd.2Pr.15Ni3.55Co.75Mn.4Al.3,1.4,,23,0.5,"Zhang, 1998",1183,,,sloping plateau
1193,AB5,La.6Ca.4Ni5 (M),1.7,,38,1.1,"Shinar, 1978",113,(+ other Ca levels),,
1194,AB5,La.6Ce.4Ni3.77(CuFeCr).6Mn.36Al.27,1.3,,30,0.2,"Hu, 1999",1190,,,sloping plateau
1195,AB5,La.6Ce.4Ni3.77Co.6Mn.36Al.27,1.4,,30,0.5,"Hu, 1999",1190,,,sloping plateau
1196,AB5,La.7Sm.3Ni4Fe,1.15,,50,6,"Nakamura, 1996",631,,,
1197,AB5,La.7Sm.3Ni4Fe,1.3,,50,6,"Nakamura, 1998",816,,,
1198,AB5,La.8Ba.2Ni5,1.3,,25,3,"Goodell, 1980",256,,,
1199,AB5,La.8Ca.2Ni5,1.6,,25,1.5,"Goodell, 1980",256,,,
1200,AB5,La.8Ce.2Ca.1Ni3.55Co.75Mn.4Al.3,1.45,,22,0.1,"Visintin, 1996",633,,,
1201,AB5,La.8Ce.2Ni4.25Co.5Sn.25,1.2,38.2,25,0.8,"Zhang, 1996",679,,,
1202,AB5,La.8Ce.2Ni4.8Sn.25,1.2,32.4,25,1.1,"Zhang, 1996",679,,,
1203,AB5,La.8Ce.2Ni4.8Sn.25,1.3,,25,1.1,"Kumar, 1995",263,,,
1204,AB5,La.8Ce.2Ni4.98Al.02,,,20,4.2,"Mordkovich, 1992",666,,,
1205,AB5,La.8Er.2Ni5 (M),1.45,,40,11,"Van Mal, 1974",98,,,
1206,AB5,La.8Gd.2Ni5,1.5,,40,8.9,"Van Mal, 1974",98,,,
1207,AB5,La.8Nd.2Ni2.4Co2.5Si.1,1.3,,20,0.2,"Notten, 1995",412,,,
1208,AB5,La.8Nd.2Ni5,1.5,,40,5.7,"Van Mal, 1974",98,,,
1209,AB5,La.8Sr.2Ni5,1.48,,25,1.7,"Goodell, 1980",256,,,
1210,AB5,La.8Th.2Ni5,1.41,,40,17,"Van Mal, 1974",98,,,
1211,AB5,La.8Y.2Ni4.8Mn.2,1.6,,25,0.38,"Nasako, 1998",811,,,
1212,AB5,La.8Y.2Ni4.8Mn.2,1.4,,0,1.1,"Nakamura, 1996",450,,,
1213,AB5,La.8Y.2Ni5,1.5,,40,10,"Van Mal, 1974",98,,,
1214,AB5,La.8Zr.2Ni5,1.3,,40,6,"Van Mal, 1974",98,,,
1215,AB5,La.9Mg.1Ni5,1.4,,25,2.3,"Goodell, 1980",256,,,
1216,AB5,La.9Nd.05Pr.05Ni3.5Co.65Al.3Mn.4,1.3,,50,0.2,"Willey, 1999",1192,,,sloping plateau
1217,AB5,La0.13Ce0.35Pr0.52Co5,0.8,40,50,3.6,"Sarynin, 1981",1526,,,
1218,AB5,La0.1Ce0.9Co5,0.6,41,20,0.84,"Burnasheva, 1978",1518,,,
1219,AB5,La0.2Ce0.8Co5,0.6,44,20,0.72,"Burnasheva, 1978",1518,,,
1220,AB5,La0.2Pr0.8Co5 (M),0.7,38,20,0.23,"Burnasheva, 1978",1517,,,Lower plateau
1221,AB5,La0.3Mm0.7Ni4.5Cu0.3Al0.2,1.4,31.4,22,4.4,"Petrova, 1989",1520,,,
1222,AB5,La0.4Ce0.6Co5,0.6,38,20,0.65,"Burnasheva, 1978",1518,,,
1223,AB5,La0.4Pr0.6Co5 (M),0.9,29,20,17,"Burnasheva, 1978",1517,,,Upper plateau
1224,AB5,La0.5Ce0.5Ni5,1.3,,25,10,"Joubert, 2000",1512,,,
1225,AB5,La0.65Ce0.28Pr0.07Co5,1,47,50,1.1,"Sarynin, 1981",1526,,,
1226,AB5,La0.66Ce0.2Pr0.14Co5,1,41,50,0.9,"Sarynin, 1981",1526,,,
1227,AB5,La0.6Pr0.4Co5 (M),0.9,43,20,0.17,"Burnasheva, 1978",1517,,,Lower plateau
1228,AB5,La0.75Ce0.25Ni4Cu0.8Al0.2,1.4,33.5,22,0.7,"Petrova, 1989",1520,,,
1229,AB5,La0.75Ce0.25Ni4Cu0.9Al0.1,1.4,32.9,22,1,"Petrova, 1989",1520,,,
1230,AB5,La0.75Ce0.25Ni4Cu0.9Ti0.1,1.4,38.4,22,1.1,"Petrova, 1989",1520,,,
1231,AB5,La0.75Pr0.25Ni4.5Cu0.3Al0.2,1.4,34.2,22,0.8,"Petrova, 1989",1520,,,
1232,AB5,La0.7Ce0.3Co5 (M),0.7,42,20,0.17,"Burnasheva, 1978",1518,,,Lower plateau
1233,AB5,La0.8Ce0.2Co5,0.8,34,20,0.18,"Burnasheva, 1978",1518,,,
1234,AB5,La0.8Pr0.2Co5 (M),0.9,38,20,0.11,"Burnasheva, 1978",1517,,,Lower plateau
1235,AB5,La1.02Ni4.75Sn0.25,1.2,,27,0.38,"Bowman, 2002",1513,,,
1236,AB5,La1-xCexB5,0.14,,30,10-Jan,"Adzic, 1995",264,(B5 = Ni3.55Co.75Mn.4Al.3),,
1237,AB5,La1-xCexNi5,,,21,14-Mar,"van Vucht, 1970",93,(x = 0-0.6),,
1238,AB5,La1-xCexNi5,1.4,,25,1.7 - 10,"Corre, 1998",1185,x=0-0.3,,
1239,AB5,La1-xNdxNi5,1.1,,20,15-Feb,"Uchida, 1982",131,(x = 0-1),,
1240,AB5,La1-xPrxNi5,1.3,,20,20-Feb,"Uchida, 1982",131,(x = 0-1),,
1241,AB5,La1-xSmxNi5,1.2,,20,10-Feb,"Uchida, 1982",131,(x = 0-0.5),,
1242,AB5,La1-xTbxNi5,,,40,30-Mar,"Achard, 1977",271,,,
1243,AB5,La1-xYxNi5,1,,24,23-Aug,"Mendelsohn, 1977",506,(x=0.3-0.5),,
1244,AB5,LaCo4.95Mn.05 (M),1.6,,21,0.05,"Klyamkin, 1993",587,,,
1245,AB5,LaCo5,0.8,42.4,,,"Shilov, 1983",531,,,
1246,AB5,LaCo5,1,,105,1,"Shilov, 1981",530,,,
1247,AB5,LaCo5,1.1,,,,"Guidotti, 1977",105,,,
1248,AB5,LaCo5 (M),0.99,40,50,0.2,"Kuijpers, 1972",96,,,
1249,AB5,LaCo5 (M),1,42.3,30,0.06,"Ishikawa, 2002",1510,,,
1250,AB5,LaCo5 (M),1.1,,40,0.08,"Patrikeev, 1984",505,,,
1251,AB5,LaCo5 (M),1.9,,21,0.05,"Lakner, 1976",166,,,
1252,AB5,LaCu5,0.55,,78,2,"Shinar, 1978",131,,,
1253,AB5,LaCu5,0.7,,25,0.3,"Takeshita, 1980",503,,,
1254,AB5,LaCu5,0.8,42.7,101,5,"Spada, 1987",255,,,
1255,AB5,LaFe5,0.6,,100,1,"Reilly, 1972",195,,,
1256,AB5,LaNi2.5Co2.5,1,,20,0.14,"Sakai, 1990",570,,,
1257,AB5,LaNi2.5Co2.5 (M),1.2,,30,0.1,"Uchida, 1995",413,,,
1258,AB5,LaNi2Cu3,0.9,32,35,1.1,"Ganich, 1999",1523,,,
1259,AB5,LaNi2FeCu2,1.1,36.9,22,0.55,"Burnasheva, 1984",1528,,,
1260,AB5,LaNi3.55Co.75Mn.4Al.3,,,25,0.02,"Percheron, 1994",269,,,
1261,AB5,LaNi3.55Mn.4Al.3Co.75,1.3,,25,0.2,"Joubert, 1998",1186,,,
1262,AB5,LaNi3.55Mn0.4Al0.3Co0.75,,,40,0.038,"Joubert, 2000",1512,,,
1263,AB5,LaNi3.55Mn0.4Al0.3Co0.75,,,25,0.02,"Latroche, 1998",813,,,
1264,AB5,LaNi3.5Mn1.5,1.1,,100,0.3,"Bagchi, 1997",1167,,,
1265,AB5,LaNi3.85Mn0.4Co0.75,,,40,0.24,"Joubert, 2000",1512,,,
1266,AB5,LaNi3.85-yCo.75Mn.4Al.y,1.2,,,,"Reilly, 1999",1232,y=0-0.2,,
1267,AB5,LaNi3.92Al.98,1.1,42,250,5,"Ivanova, 1997",639,,,
1268,AB5,LaNi3.94Mn0.4Al0.3Co0.36,,,40,0.047,"Joubert, 2000",1512,,,
1269,AB5,LaNi3.95Al0.3Co0.75,1.4,,40,0.3,"Joubert, 2000",1512,,,
1270,AB5,LaNi3.95-yCo.75MnyAl.3,1.1,,,,"Reilly, 1999",1232,y=0-0.4,,
1271,AB5,LaNi3AlCu,1,,60,0.2,"Burnasheva, 1984",1528,,,Sloping plateau
1272,AB5,LaNi3Co2,,,40,0.5,"Joubert, 2000",1512,,,
1273,AB5,LaNi3Co2,1.5,,25,0.23,"Goodell, 1980",256,,,
1274,AB5,LaNi3Cr0.5Cu1.5,1.1,35.5,22,0.62,"Burnasheva, 1984",1528,,,
1275,AB5,LaNi3Cu2,1.1,33,35,1.8,"Ganich, 1999",1523,,,
1276,AB5,LaNi4Mn,,,40,0.009,"Joubert, 2000",1512,,,
1277,AB5,LaNi4Mn,1.2,,20,0.02,"Sakai, 1990",570,,,
1278,AB5,LaNi5,,,22,2,"Kisi, 1994",675,,,
1279,AB5,LaNi5,1.4,29.1,20,1.7,"Zhang, 1989",262,(Chemically recovered),,
1280,AB5,LaNi5,1.4,29.5,21,1.5,"Shilov, 1988",672,,,
1281,AB5,LaNi5,1.4,,50,4.5,"Nakamura, 2000",1207,,,
1282,AB5,LaNi5,,37.7,0,0.4,"Mikheeva, 1976",668,,,
1283,AB5,LaNi5,1.4,29.7,0,0.5,"Mikheeva, 1976",668,,,
1284,AB5,LaNi5,1.5,,25,1.7,"Goodell, 1980",256,,,
1285,AB5,LaNi5,1.5,31.8,15,1,"Murray, 1981",261,,,
1286,AB5,LaNi5,1.5,,23,1.7,"Bowman, 1997",642,Gas atomized,,
1287,AB5,LaNi5,1.5,30.2,25,1.7,"Luo, 1998",815,,,
1288,AB5,LaNi5,1.5,,40,3.35,"Joubert, 2000",1512,,,
1289,AB5,LaNi5,1.5,30.8,25,1.8,"Lundin, 1975",260,,,
1290,AB5,LaNi5,1.5,,50,4,"Oesterreicher, 1976",524,,,
1291,AB5,LaNi5,1.5,,-78,0.007,"Andreev, 1984",508,,,
1292,AB5,LaNi5,1.5,28.5,-55,0.06,"Andreev, 1978",670,Low temperature data,,
1293,AB5,LaNi5,1.5,30.1,21,2.4,"van Vucht, 1970",93,,,
1294,AB5,LaNi5,1.8,30.1,-40,0.1,"Semenenko, 1977",504,,,
1295,AB5,LaNi5,1.8,,,,"Verbetsky, 1984",1150,,70 atm @ -140C,
1296,AB5,LaNi5 (M),1.9,,21,2.2,"Lakner, 1980",165,,,
1297,AB5,LaNi5.2Mn0.05Al0.05,0.8,26.8,20,1.3,"Verbetsky, 1989",1529,,,
1298,AB5,LaNi5.5Mn0.1Al0.05,1,26,20,1.6,"Verbetsky, 1989",1529,,,
1299,AB5,LaNi5.63,1.3,,25,2.4,"Goodell, 1980",256,,,
1300,AB5,LaNi5-yAly,,30 - 61,25,2,"Mendelsohn, 1977",108,(x=0-1.5),,
1301,AB5,LaNi5-yAly,1,33 - 48,40,0.02 - 2,"Diaz, 1979",270,(y = 0.1-1.0),,
1302,AB5,LaNi5-yAly,1.1,29.2 - 37.5,50,0.5 - 6,"Kodama, 1999",1189,y=0-0.5,,
1303,AB5,LaNi5-yBy,0.7,,40,0.08 - 2,"Percheron, 1994",269,"(y = 0.5-1) (B=Al, Cu, Fe, Mn, Si)",,
1304,AB5,LaNi5-yCoy,1,,40,0.1 - 2,"vanMal, 1973",97,(y = 0.5-4.0),,
1305,AB5,LaNi5-yCoy,1.4,33 - 44,40,0.2 - 1.4,"Colinet, 1987",569,(y = 1-3),,
1306,AB5,LaNi5-yCuy,0.7,,25,0.3 - 2.5,"Takeshita, 1980",503,(x=0-5),,
1307,AB5,LaNi5-yCuy,0.8,31 - 39,42,0.8 - 2,"Shina, 1978",104,(y = 1-4),,
1308,AB5,LaNi5-yCuy,0.8,,50,1.4 - 6,"Reilly, 1972",195,(y = 0-4),,
1309,AB5,LaNi5-yFey,1.3,31 - 33,25,0.5 - 1.3,"Lamloumi, 1987",268,(y = 0.25-1),,
1310,AB5,LaNi5-yGey,1.1,31.6 - 36,23,0.4 - 2,"Witham, 1997",641,y=0.1-0.5,,
1311,AB5,LaNi5-yMny,1.4,31 - 48,60,0.03 - 8,"Lartigue, 1980",273,(y = 0.05-0.94),,
1312,AB5,LaNi5-yMny,1.5,,25,0.09 - 2,"Lundin, 1978",272,(y = 0-0.63),,
1313,AB5,LaNi5-ySny,1.2,31 - 41,100,1.3 - 13,"Luo, 1995",406,(y = 0.1-0.5),,
1314,AB5,LaNi5-ySny,1.3,,27,0.3 - 0.72,"Bowman, 2002",1513,y=0.2-0.25,,
1315,AB5,LaNi5-y-zMnySnz,,40 - 52.8,100,0.04 - 1,"Bowman, 1994",274,"(y = 0.31-1.25, z = 0.05-.25)",,
1316,AB5,LaNi5-yZny,1.3,30.6 - 36.8,20,0.1 - 1.6,"Rozdzynska-Kielbik, 2000",1198,y=0-1.2,,
1317,AB5,LaNi6.37Mn0.33,0.8,23.2,20,2,"Verbetsky, 1989",1529,,,
1318,AB5,LaNiCo4,1,45,40,0.15,"Colinet, 1987",569,,,
1319,AB5,LaNiy,1.2,,40,9-Mar,"Buschow, 1972",95,(y = 4.9-5.5),,
1320,AB5,LaNiy-1Cu,0.6,26 - 30.2,27,0.8 - 7.9,"Luo, 1996",677,y=5-6,,
1321,AB5,LaPt5 (M),0.36,,21,1050,"Takeshita, 1981",128,,,
1322,AB5,LmNi3.55Al.3Mn.4Co.6Mn.15,1.4,,40,0.3,"Yeh, 1999",1194,Lm=La-rich Mm,,sloping plateau
1323,AB5,LmNi3.55Al.3Mn.4Co.75,1.29,,40,0.2,"Yeh, 1999",1194,Lm=La-rich Mm,,sloping plateau
1324,AB5,LmNi3.55Al.3Mn.4Co.75Mn.05,1.49,,40,0.18,"Yeh, 1999",1194,Lm=La-rich Mm,,sloping plateau
1325,AB5,LmNi3.5Al.3Mn.4Co.75Mn.05,1.49,,40,0.2,"Yeh, 1999",1194,Lm=La-rich Mm,,sloping plateau
1326,AB5,LmNi3.6Al0.4Co0.7Mn0.3,1.3,,,,"Park, 2002",1515,Lm=La-rich Mm,,No plateau
1327,AB5,LmNi4.1Mn.6Co.2Al.1,1.3,,130,6,"Wanner, 1997",646,Lm=La-rich Mm,,
1328,AB5,LmNi4.4Co.2Mn.2Al.2,1.3,34.1,50,2.3,"Groll, 1989",266,(Lm = La-rich Mm),,
1329,AB5,LmNi4.5Co.1Mn.2Al.2,1.5,,20,0.3,"Isselhorst, 1995",625,(Lm = La-rich Mm),,
1330,AB5,LmNi4.85Sn.15,1.5,,20,2.2,"Isselhorst, 1995",625,(Lm = La-rich Mm),,
1331,AB5,M11-xCaxNi5,1.4,,25,10-Mar,"Wang, 1996",232,(x = 0-0.7),,
1332,AB5,M1Ni5,1.3,,30,2.8,"Hong, 1995",621,(M1=La-rich Mm),,
1333,AB5,M1NiyCo.5Mn.3Al.4,1.1,,30,0.06 - 0.5,"Hong, 1995",621,(y=3.8-5) (M1=La-rich Mm),,
1334,AB5,MlNi3.6Co0.85Mn0.40Al0.15,1.3,,45,0.1,"Ma, 2002",1531,Ml-La-rich Mm,,
1335,AB5,MlNi3.7Co.75Mn.5Ti.05,1.4,,25,0.8,"Shu, 2001",1182,Ml=La-rich Mm,,sloping plateau
1336,AB5,MlNi3.8Co.5Mn.4Al.3Liy,1.3,23 - 42.5,40,0.1 - 0.2,"Wang, 2000",1199,y=0-0.1 (Ml=La-rich Mm),,
1337,AB5,MlNi3.8Co.5Mn.4Al.3Zny,1.1,20.8 - 42.5,20,0.05 - 0.2,"Wang, 2001",1202,Y=0-0.077,,
1338,AB5,MlNi4Co0.6Al0.4,1.3,,22,0.1,"Chen, 2002",1532,Ml-La-rich Mm,,
1339,AB5,"Mm(Ni,Al,Mn,M)5",,,30,0.2 - 10,"Osumi, 1983",133,"(M = Co, Cr, Cu, Nb,Ti,V,Zr)",,
1340,AB5,"Mm(Ni,B)5",,,30,0.1 - 11,"Osumi, 1981",124,"(B = Al, Co, Cr, Cu, Fe, Mn, Si, Ti, V, Zn)",,
1341,AB5,Mm(Ni3.5Mn.4Al.3Co.7)y,0.6,30.6 - 48,30,0.8 - 1.4,"Iwakura, 1997",810,y=0.88-1.12,,
1342,AB5,Mm(Ni3.6Co.7Mn.4Al.3)y,1,19.3 - 38.6,30,0.5 - 4,"Fukumoto, 1996",678,y=4.4-5.6,,
1343,AB5,Mm(Ni3.8Al.2Mn.6)(y-0.4)/4.6Co.4,0.8,,40,0.4 - 6,"Higashiyama, 1997",645,y=5.0-5.8,,
1344,AB5,Mm.5Ca.5Ni2.5Co2.5,1.1,34.7,50,9,"Osumi, 1980",122,,,
1345,AB5,Mm.5Ca.5Ni5,1.3,27.6,30,8.2,"Osumi, 1978",117,"(+ Ca.1, Ca.25, Ca.75)",,
1346,AB5,Mm.82Y.18Ni4.95Mn.05,1.5,,25,5,"Nakamura, 1995",414,,,
1347,AB5,Mm.8Ca.2Ni5,1.6,24.2,25,13,"Sandrock, 1977",106,,,
1348,AB5,Mm.8Ca.2Ni5-yAly,1.05,,30,0.9 - 3.5,"Rodriguez, 1996",632,(y=0-0.5),,
1349,AB5,Mm.9Ti.1Ni5,1.3,31,30,16,"Osumi, 1978",117,(+ Ti.25 & Ti.5),,
1350,AB5,Mm.9Y.1Ni4.9Mn.1,1.4,,40,8,"Imoto, 1995",601,,,
1351,AB5,Mm1-xCaxNi5 (M),1.5,22 - 29,25,1.1 - 13,"Sandrock, 1977",106,(x = 0.2-0.9),,
1352,AB5,Mm1-xCaxNi5-yCuy,0.7,,25,0.1 - 29,"Sandrock, 1978",107,(x = 0-1; y = 0-2.5),,
1353,AB5,MmB5,1.1,,30,2,"Adzic, 1995",264,(B5 = Ni3.55Co.75Mn.4Al.3),,
1354,AB5,MmCFNi4.8Al.2,1.33,31.4,25,2,"Mendelsoh, 1979",265,(MmCF = cerium-free Mm),,
1355,AB5,MmNi5,1.46,21.1,25,23,"Reilly, 1977",281,,,
1356,AB5,MmNi5,1.47,,0,9-Aug,"Reilly, 1972",195,(Mm = various compositions),,
1357,AB5,MmNi5-yAly,0.7,35 - 37,15,0.5 - 4,"Balasubramanian, 1993",588,(y = 0.4 & 0.8) (Mm=Indian [high-Fe]),,
1358,AB5,MmNi5-yAly,1,31 - 44.9,50,0.1 - 1,"Kodama, 1999",1189,y=0.7-1.0,,sloping plateaux
1359,AB5,MmNi5-yAly,1,,25,0.1 - 3,"Sandrock, 1978",113,(y = 0.5-0.9),,
1360,AB5,MmNi5-yCuy,1.1,,25,16-May,"Sandrock, 1978",113,(y = 1-2.5),,
1361,AB5,MmNi5-yFey,0.8,,25,12-Apr,"Sandrock, 1978",113,(y = 0.5-1.5),,
1362,AB5,MmNi5-yFey,1,22 - 29,20,14-Jul,"Apostolov, 1985",567,(y = 0.3-1.0),,
1363,AB5,MmNi5-yMny,1,24 - 28,15,8-Feb,"Balasubramaniam, 1993",588,(y = 0.4 & 0.8) (Mm=Indian [high-Fe]),,
1364,AB5,MmNi5-yMny,1.3,,25,0.3 - 9,"Lundin, 1978",272,(y = 0.3-.9),,
1365,AB5,MmNi5-yMny,1.4,,25,0.9 - 4,"Sandrock, 1978",113,(y = 0.5-0.7),,
1366,AB5,MmNiyCo.75Mn.4Al.3,1.3,31.4 - 42.7,20,0.2 - 2,"Ye, 2000",1201,y=3.05-4.05,,sloping plateaux
1367,AB5,NdCo5,0.62,42.7,22,0.7,"van Mal, 1976",103,,,
1368,AB5,NdCo5,0.8,,,,"Gualtieri, 1978",448,,,
1369,AB5,NdCo5,0.9,,,,"Guidotti, 1977",105,,,
1370,AB5,NdCo5 (M),0.77,,30,0.1,"Yamaguchi, 1982",179,,,
1371,AB5,NdCu5,0.66,,100,1,"Reilly, 1972",195,,,
1372,AB5,NdNi4.6Sn.4,1,26.4,20,1.4,"Takaguchi, 2000",1196,,,sloping plateau
1373,AB5,NdNi4.8Sn.2,1.1,25.7,20,6.5,"Takaguchi, 2000",1196,,,
1374,AB5,NdNi4.9Sn.1,1.2,27.9,20,10,"Takaguchi, 2000",1196,,,
1375,AB5,NdNi5,0.9,27.9,20,16,"Takaguchi, 2000",1196,,,
1376,AB5,NdNi5,1.03,28,,,"Gruen, 1977",162,,,
1377,AB5,NdNi5,1.27,21.6,20,20,"Uchida, 1982",131,,,
1378,AB5,NdNi5,1.36,26.3,23,13,"Anderso, 1973",99,,,
1379,AB5,NdNi5 (M),1.33,27.8,30,18,"Gruen, 1977",168,,,
1380,AB5,NdNi5-yAly,0.3,,,,"Bobet, 1998",814,y=1.89-2.97,,
1381,AB5,NdNi5-yAly,0.8,47 - 54,20,0.24 - 0.42,"Bobet, 1998",814,y=0.5-1.5,,
1382,AB5,Pr.8Ce.3Cu5,0.43,,100,1,"Reilly, 1972",195,,,
1383,AB5,PrCo5,0.7,34.3,100,13.5,"Clinton, 1975",102,,,
1384,AB5,PrCo5,0.8,,21,0.04,"Kuijpers, 1974",602,,,
1385,AB5,PrCo5,0.85,,,,"Guidotti, 1977",105,,,
1386,AB5,PrCo5 (M),0.8,40,20,0.49,"Burnasheva, 1978",1517,,,Lower plateau
1387,AB5,PrCo5 (M),1.1,,,,"Yamamoto, 2002",1511,,,
1388,AB5,PrCo5 (M),1.4,,21,0.6,"Lakner, 1980",101,,,
1389,AB5,PrCu5,0.57,,100,1,"Reilly, 1972",195,,,
1390,AB5,PrNi2.5Cu2.5,0.8,19.3,23,25,"Pourarian, 1986",254,(+ Cu1),,
1391,AB5,PrNi4.5Fe.5 (M),1.26,20.5,23,6,"Pourarian, 1986",254,,,
1392,AB5,PrNi5,1.58,30.5,23,8,"Anderso, 1973",99,,,
1393,AB5,PrNi5 (M),1.4,26.4,20,20,"Uchida, 1982",131,,,
1394,AB5,PrNi5 (M),1.4,29,20,10,"Matsumoto, 1987",568,,,
1395,AB5,RNi4Al,0.8,,24,1,"Takeshita, 1978",112,"(R = La, Ce, Pr, Nd, Sm, Gd, Tb, Dy, Ho, Er, Tm)",,
1396,AB5,RNi5,1.5,25 - 28,25,12-Feb,"Liu, 1983",132,(R = various mischmetals),,
1397,AB5,SmCo5,0.54,,21,2,"Zijlstra, 1969",148,,,
1398,AB5,SmCo5,0.64,34.9,20,3.2,"Kuijpers, 1971",94,,,
1399,AB5,SmCo5,0.7,30,25,5,"Yamaguchi, 1983",156,,,
1400,AB5,SmNi5,0.9,,23,30,"Anderso, 1973",99,,,
1401,AB5,TbNi4.5Al.5,1.1,26.9,20,10,"Sorgic, 1996",635,,,
1402,AB5,TbNi4Al,0.9,33.7,20,0.9,"Sorgic, 1996",635,,,
1403,AB5,ThCo5,0.6,,21,48,"van Mal, 1976",103,,,
1404,AB5,ThFe5,0.3,,,,"Gubbens, 1984",669,,,
1405,AB5,ThFe5,0.5,,,,"Buschow, 1975",187,,,
1406,AB5,ThNi4Al,0.5,,24,6,"Takeshita, 1977",164,(+ ThNi3Al2),,
1407,AB5,ThNi5,0.6,,,,"Buschow, 1975",187,,,
1408,AB5,ThNi5,0.87,,,,"Takeshita, 1981",128,,,
1409,AB5,ThNi5-yAly,0.5,,25,0.1 - 7,"Takeshita, 1980",503,(y=1-2),,
1410,AB5,YbNi5,0.62,,23,120,"Anderso, 1973",99,,,
1411,AB5,YCo5,0.73,32.2,31,28,"Takeshita, 1974",101,,,
1412,AB5,YCo5,0.9,28.5,0,10,"Sarynin, 1977",667,,,
1413,AB5,YCo5,0.99,,23,8-Mar,"Anderso, 1973",99,,,
1414,AB5,YNi4.25Al.75,1.1,24.3,21,6,"Sorgic, 1998",812,,,
1415,AB5,YNi4.5Al.5,1.1,22.4,20,20,"Sorgic, 1998",812,,,
1416,AB5,YNi4Al,1,40.8,60,3,"Sorgic, 1998",812,,,
1417,AB5,YNi4Mn,1.2,,21,0.38,"Mendelsohn, 1978",115,,,
1418,AB5,YNi5,1.14,,23,12,"Anderso, 1973",99,,,
1419,AB5,YNi5 (M),0.91,,21,1000,"Takeshita, 1981",128,,,
1420,AB5,YNi5-yAly,0.6,,,,"Sorgic, 1998",812,y=1.5-2,,
1421,AB5,YNi5-yAly,1,,25,0.01 - 1,"Takeshita, 1980",503,(y=0.5-1.5),,
1422,Complex,AgAlH4,2.9,,-50,1,"Mackay, 1966",754,[AlH4]-,,
1423,Complex,AgBH4,3.3,,-30,1,"Mackay, 1966",754,[BH4]-,,
1424,Complex,Al(BH4)3,16.9,,,,"Rulon, 1951",799,[BH4]-,,
1425,Complex,Al(BH4)3,16.9,,,,"Schlesinger, 1953",802,[BH4]-,,
1426,Complex,Ba(BH4)2,4.8,,350,1,"Mackay, 1966",754,[BH4]-,,
1427,Complex,Ba2MgH6,2,,,,"Kadir, 1993",748,[MgH6],,
1428,Complex,Ba2OsH6,1.3,,,,"Kritikos, 1991",745,[OsH6]4-,,
1429,Complex,Ba2PtH6,1.3,,,,"Kadir, 1993",747,,,
1430,Complex,Ba2RuH6,1.6,,,,"Kritikos, 1991",745,[RuH6]4-,,
1431,Complex,Ba3Ir2H12,1.5,,,,"Kadir, 1994",749,[IrH6]3-,,
1432,Complex,BaMg2OsH8,2.1,,,,"Huang, 1997",832,[OsH6]4-,,
1433,Complex,BaMg2RuH8,2.7,,,,"Huang, 1997",832,[RuH6]4-,,
1434,Complex,BaMgH4,2.4,,,,"Gingl, 1997",833,,,
1435,Complex,BaReH9,2.7,,100,1,"Stetson, 1994",722,[ReH9]2-,,
1436,Complex,Be(AlH4)2,11.3,,,,"Monnier, 1957",791,[AlH4]-,,
1437,Complex,Be(BH4)2,20.8,,123,1,"Sullivan, 1980",721,[BH4]-,,
1438,Complex,Be(BH4)2,20.8,,,,"Schlesinger, 1953",802,[BH4]-,,
1439,Complex,Ca(AlH4)2,7.9,,230,1,"Sullivan, 1980",721,[AlH4]-,,
1440,Complex,Ca(AlH4)2,7.9,,,,"Mackay, 1966",754,[AlH4]-,,
1441,Complex,Ca(BH4)2,11.6,,260,1,"Sullivan, 1980",721,[BH4]-,,
1442,Complex,Ca(BH4)2,11.6,,,,"Kollonitsch, 1954",796,[BH4]-,,
1443,Complex,Ca2FeH6,4.3,,,,"Huang, 1991",740,[FeH6]4-,,
1444,Complex,Mg2Co,4.5,76,450,16,"Reiser, 2000",1463,Mg2Co not stable without H,,
1445,Complex,Mg2CoH5,4.5,,280,1,"Zolliker, 1985",731,[CoH5]4-,,
1446,Complex,Mg2Fe,5.5,77.2,450,25,"Reiser, 2000",1463,Mg2Fe not stable without H,,
1447,Complex,Mg2FeH6,5.2,,,,"Bogdanovicâ, 2002",1462,[FeH6]4-,Measured H-content,
1448,Complex,Mg2FeH6,5.5,,450,19,"Didisheim, 1984",725,[FeH6]4-,,
1449,Complex,Mg2FeH6,5.5,,,,"Lindberg, 1986",742,[FeH6]4-,,
1450,Complex,Mg2FeH6,5.5,79.2,450,28,"Reiser, 1998",1159,[FeH6]4-,,
1451,Complex,Mg2FeH6,5.5,,350,4.5,"Huot, 1998",1445,[FeH6]4-,"Theoretical H-content, sample contained MgH2",
1452,Complex,Mg2FeH6,5.5,,,,"Gennari, 2002",1460,[FeH6]4-,"Theoretical H-content, sample contained MgH2",
1453,Complex,Mg2Ni,3.7,62.2,450,57,"Reiser, 2000",1463,,,
1454,Complex,Mg2NiH4,3.6,,280,1,"Zolliker, 1986",733,[NiH4]4-,,
1455,Complex,Mg2NiH6,3.6,,,,"Lindberg, 1986",742,[NiH4]4-,,
1456,Complex,Mg2OsH6,2.5,,,,"Huang, 1991",740,[OsH6]4-,,
1457,Complex,Mg2OsH6,2.5,,,,"Kritikos, 1990",743,[OsH6]4-,,
